days,region,temperature,rainfall,daylight,weeks
2017-11-08,Sinan,13.3,0,9,45
2017-11-08,Goheung,14.5,0.2,7,45
2017-11-08,Gochang,12.8,0,6,45
2017-11-08,Andong,13.1,0,9,45
2017-11-08,Uiseong,11.7,0,9,45
2017-11-09,Sinan,11.4,0,10,45
2017-11-09,Goheung,9.9,0,9,45
2017-11-09,Gochang,8.1,0,8,45
2017-11-09,Andong,8.2,0,10,45
2017-11-09,Uiseong,6,0,9,45
2017-11-10,Sinan,14.2,0,5,45
2017-11-10,Goheung,13,0,7,45
2017-11-10,Gochang,13.1,0.5,2,45
2017-11-10,Andong,10.2,0,6,45
2017-11-10,Uiseong,10.3,0,22,45
2017-11-11,Sinan,9.3,0,7,45
2017-11-11,Goheung,8.1,0,9,45
2017-11-11,Gochang,6.6,0,7,45
2017-11-11,Andong,6,0,10,45
2017-11-11,Uiseong,5.7,0,9,45
2017-11-12,Sinan,9.5,0,7,46
2017-11-12,Goheung,6.1,0,8,46
2017-11-12,Gochang,5.9,0,7,46
2017-11-12,Andong,3.7,0,9,46
2017-11-12,Uiseong,2.7,0,9,46
2017-11-13,Sinan,11.1,0,2,46
2017-11-13,Goheung,8.4,0,5,46
2017-11-13,Gochang,8.3,0,2,46
2017-11-13,Andong,5.3,0,6,46
2017-11-13,Uiseong,5,0,6,46
2017-11-14,Sinan,11.4,0,9,46
2017-11-14,Goheung,11,0,8,46
2017-11-14,Gochang,8.1,0,7,46
2017-11-14,Andong,8.1,0,9,46
2017-11-14,Uiseong,5.9,0,9,46
2017-11-15,Sinan,9.2,0,7,46
2017-11-15,Goheung,6.7,0,7,46
2017-11-15,Gochang,6.1,0,5,46
2017-11-15,Andong,4.2,0,9,46
2017-11-15,Uiseong,3.3,0,8,46
2017-11-16,Sinan,8.1,0,6,46
2017-11-16,Goheung,4,0,9,46
2017-11-16,Gochang,4,0,8,46
2017-11-16,Andong,2.6,0,10,46
2017-11-16,Uiseong,1.5,0,9,46
2017-11-17,Sinan,10.6,1.4,4,46
2017-11-17,Goheung,6.7,1.2,1,46
2017-11-17,Gochang,6.9,0.3,3,46
2017-11-17,Andong,2.8,0,6,46
2017-11-17,Uiseong,2.9,0,5,46
2017-11-18,Sinan,4.6,0,1,46
2017-11-18,Goheung,4.2,0,8,46
2017-11-18,Gochang,2.1,0.5,7,46
2017-11-18,Andong,1.7,0,10,46
2017-11-18,Uiseong,2.2,0,9,46
2017-11-19,Sinan,6,0,4,47
2017-11-19,Goheung,3.9,0,8,47
2017-11-19,Gochang,1.2,0,4,47
2017-11-19,Andong,-0.6,0,10,47
2017-11-19,Uiseong,-1.7,0,9,47
2017-11-20,Sinan,7.9,0,8,47
2017-11-20,Goheung,5.4,0,7,47
2017-11-20,Gochang,3.7,0,7,47
2017-11-20,Andong,2.7,0,9,47
2017-11-20,Uiseong,1.7,0,7,47
2017-11-21,Sinan,8.4,0,3,47
2017-11-21,Goheung,4.3,0,8,47
2017-11-21,Gochang,3.8,0,7,47
2017-11-21,Andong,1.5,0,9,47
2017-11-21,Uiseong,0.4,0,9,47
2017-11-22,Sinan,9.8,0,2,47
2017-11-22,Goheung,7.9,0,1,47
2017-11-22,Gochang,7,0,1,47
2017-11-22,Andong,2,0,3,47
2017-11-22,Uiseong,1.3,0.5,1,47
2017-11-23,Sinan,7.5,0,6,47
2017-11-23,Goheung,3.5,0,7,47
2017-11-23,Gochang,3.9,0.5,3,47
2017-11-23,Andong,1.5,0,10,47
2017-11-23,Uiseong,-0.3,0,8,47
2017-11-24,Sinan,7.5,0,9,47
2017-11-24,Goheung,5.2,0,7,47
2017-11-24,Gochang,3.9,0,3,47
2017-11-24,Andong,0.6,0.3,7,47
2017-11-24,Uiseong,0.2,0,3,47
2017-11-25,Sinan,10.3,0,8,47
2017-11-25,Goheung,3.8,0,6,47
2017-11-25,Gochang,6.5,0,7,47
2017-11-25,Andong,1.1,0,9,47
2017-11-25,Uiseong,-0.1,0,8,47
2017-11-26,Sinan,11,0,7,48
2017-11-26,Goheung,7.1,0,6,48
2017-11-26,Gochang,7.7,0,4,48
2017-11-26,Andong,3.5,0,6,48
2017-11-26,Uiseong,2.5,0,2,48
2017-11-27,Sinan,6.3,0,6,48
2017-11-27,Goheung,4.8,0,7,48
2017-11-27,Gochang,2.4,0,7,48
2017-11-27,Andong,3.5,0,8,48
2017-11-27,Uiseong,2.1,0,8,48
2017-11-28,Sinan,9.4,0,3,48
2017-11-28,Goheung,9,0,4,48
2017-11-28,Gochang,7.5,0,2,48
2017-11-28,Andong,5.5,0,6,48
2017-11-28,Uiseong,3.5,0,5,48
2017-11-29,Sinan,7.7,0,1,48
2017-11-29,Goheung,10.6,0,4,48
2017-11-29,Gochang,6.5,0,3,48
2017-11-29,Andong,6.8,0,6,48
2017-11-29,Uiseong,5.9,0,6,48
2017-11-30,Sinan,4.2,0,8,48
2017-11-30,Goheung,4.9,0,6,48
2017-11-30,Gochang,1.3,0,7,48
2017-11-30,Andong,2.1,0,8,48
2017-11-30,Uiseong,2.2,0,8,48
2017-12-01,Sinan,3.3,0,1,48
2017-12-01,Goheung,1.6,0,8,48
2017-12-01,Gochang,-0.6,0,7,48
2017-12-01,Andong,-1.3,0,10,48
2017-12-01,Uiseong,-3.4,0,9,48
2017-12-02,Sinan,6.6,0,8,48
2017-12-02,Goheung,1.2,0,7,48
2017-12-02,Gochang,1.2,0,4,48
2017-12-02,Andong,-1.1,0,9,48
2017-12-02,Uiseong,-2.8,0,8,48
2017-12-03,Sinan,10.2,0,5,49
2017-12-03,Goheung,4.2,0,7,49
2017-12-03,Gochang,6.2,0,6,49
2017-12-03,Andong,1.1,0,5,49
2017-12-03,Uiseong,0.6,0,6,49
2017-12-04,Sinan,5,3.8,4,49
2017-12-04,Goheung,3.8,0,7,49
2017-12-04,Gochang,1.8,2,1,49
2017-12-04,Andong,0.8,0,8,49
2017-12-04,Uiseong,1.3,0,7,49
2017-12-05,Sinan,2.6,2.8,3,49
2017-12-05,Goheung,0.2,0,8,49
2017-12-05,Gochang,-2.3,0.5,7,49
2017-12-05,Andong,-3.3,0,9,49
2017-12-05,Uiseong,-3.4,0,9,49
2017-12-06,Sinan,6.6,0,4,49
2017-12-06,Goheung,0.9,0,6,49
2017-12-06,Gochang,3.2,0,3,49
2017-12-06,Andong,-1.8,0,6,49
2017-12-06,Uiseong,-2.4,0,5,49
2017-12-07,Sinan,7,1.4,5,49
2017-12-07,Goheung,3.7,0,6,49
2017-12-07,Gochang,3.1,1.5,0,49
2017-12-07,Andong,0.5,0.6,5,49
2017-12-07,Uiseong,0.3,0.5,3,49
2017-12-08,Sinan,3,0.2,2,49
2017-12-08,Goheung,0.2,0,6,49
2017-12-08,Gochang,-1.6,1,2,49
2017-12-08,Andong,-2.7,0,9,49
2017-12-08,Uiseong,-2.7,0,9,49
2017-12-09,Sinan,6.7,0,1,49
2017-12-09,Goheung,1.8,0,5,49
2017-12-09,Gochang,1.8,0,0,49
2017-12-09,Andong,-1.5,0,8,49
2017-12-09,Uiseong,-2.3,0,7,49
2017-12-10,Sinan,7.8,4.7,5,50
2017-12-10,Goheung,5.8,2.6,4,50
2017-12-10,Gochang,5.9,4.5,1,50
2017-12-10,Andong,1.5,0.1,6,50
2017-12-10,Uiseong,2.4,0,3,50
2017-12-11,Sinan,2.4,0.2,2,50
2017-12-11,Goheung,0.6,0,5,50
2017-12-11,Gochang,-1.4,0.5,1,50
2017-12-11,Andong,-4,0,9,50
2017-12-11,Uiseong,-2.7,0,7,50
2017-12-12,Sinan,0.8,0.3,3,50
2017-12-12,Goheung,-2.6,0,8,50
2017-12-12,Gochang,-4.9,0.5,6,50
2017-12-12,Andong,-7.3,0,9,50
2017-12-12,Uiseong,-8,0,9,50
2017-12-13,Sinan,1.2,0.4,0,50
2017-12-13,Goheung,-2.1,0,8,50
2017-12-13,Gochang,-3.9,0,7,50
2017-12-13,Andong,-5.9,0,9,50
2017-12-13,Uiseong,-8.6,0,9,50
2017-12-14,Sinan,2.2,0,3,50
2017-12-14,Goheung,-2.2,0,6,50
2017-12-14,Gochang,-3.9,0,5,50
2017-12-14,Andong,-6.2,0,7,50
2017-12-14,Uiseong,-6.3,0,6,50
2017-12-15,Sinan,4.9,0,2,50
2017-12-15,Goheung,1.4,0,5,50
2017-12-15,Gochang,-1.6,0,4,50
2017-12-15,Andong,-2.3,0,6,50
2017-12-15,Uiseong,-3.1,0,5,50
2017-12-16,Sinan,2.1,0.5,4,50
2017-12-16,Goheung,1,0,4,50
2017-12-16,Gochang,-1.6,1.5,3,50
2017-12-16,Andong,-2.1,0,9,50
2017-12-16,Uiseong,-1.6,0,8,50
2017-12-17,Sinan,1.4,0.6,2,51
2017-12-17,Goheung,-1.8,0,8,51
2017-12-17,Gochang,-3.9,1,7,51
2017-12-17,Andong,-5.2,0,9,51
2017-12-17,Uiseong,-6.5,0,9,51
2017-12-18,Sinan,5.4,0,1,51
2017-12-18,Goheung,1.6,0,6,51
2017-12-18,Gochang,0.2,0,2,51
2017-12-18,Andong,-1.7,0,7,51
2017-12-18,Uiseong,-3.6,0,6,51
2017-12-19,Sinan,3.2,0,2,51
2017-12-19,Goheung,1.5,0,6,51
2017-12-19,Gochang,-0.3,0.5,2,51
2017-12-19,Andong,-1.6,0,9,51
2017-12-19,Uiseong,-2.6,0.1,9,51
2017-12-20,Sinan,4.3,2,8,51
2017-12-20,Goheung,0.8,0.9,8,51
2017-12-20,Gochang,1.1,1,6,51
2017-12-20,Andong,-3.4,0,9,51
2017-12-20,Uiseong,-5.6,0,8,51
2017-12-21,Sinan,4.4,0,9,51
2017-12-21,Goheung,0.6,0,8,51
2017-12-21,Gochang,-0.4,0,7,51
2017-12-21,Andong,-1.7,0,9,51
2017-12-21,Uiseong,-3.3,0,8,51
2017-12-22,Sinan,7.2,0,7,51
2017-12-22,Goheung,1.2,0,8,51
2017-12-22,Gochang,1.4,0,3,51
2017-12-22,Andong,-0.5,0,9,51
2017-12-22,Uiseong,-2.8,0,5,51
2017-12-23,Sinan,9.1,0,7,51
2017-12-23,Goheung,4.5,0,7,51
2017-12-23,Gochang,4.5,0,6,51
2017-12-23,Andong,1.1,0,8,51
2017-12-23,Uiseong,-0.4,0,7,51
2017-12-24,Sinan,7.8,17.4,3,52
2017-12-24,Goheung,7.2,7.3,2,52
2017-12-24,Gochang,6.8,23,0,52
2017-12-24,Andong,1.6,7.9,2,52
2017-12-24,Uiseong,1.9,9.5,0,52
2017-12-25,Sinan,3.8,0,1,52
2017-12-25,Goheung,1.8,0,8,52
2017-12-25,Gochang,1,0,6,52
2017-12-25,Andong,-0.7,0,9,52
2017-12-25,Uiseong,0,0,9,52
2017-12-26,Sinan,4.2,0,6,52
2017-12-26,Goheung,2.2,0,6,52
2017-12-26,Gochang,0.5,0,4,52
2017-12-26,Andong,-1.4,0,9,52
2017-12-26,Uiseong,-1.8,0,8,52
2017-12-27,Sinan,1.6,0,4,52
2017-12-27,Goheung,-0.7,0,8,52
2017-12-27,Gochang,-3.4,0,7,52
2017-12-27,Andong,-4.7,0,9,52
2017-12-27,Uiseong,-5.2,0,9,52
2017-12-28,Sinan,2.3,0,0,52
2017-12-28,Goheung,0.4,0,1,52
2017-12-28,Gochang,-2.1,0,0,52
2017-12-28,Andong,-3.4,0,8,52
2017-12-28,Uiseong,-5.1,0,7,52
2017-12-29,Sinan,6.9,0,1,52
2017-12-29,Goheung,3.6,0,6,52
2017-12-29,Gochang,3.3,0,0,52
2017-12-29,Andong,2.1,0,7,52
2017-12-29,Uiseong,0,0,4,52
2017-12-30,Sinan,6.7,0.8,1,52
2017-12-30,Goheung,3.8,0,3,52
2017-12-30,Gochang,4.2,1,0,52
2017-12-30,Andong,0.8,0,4,52
2017-12-30,Uiseong,0.6,0,3,52
2017-12-31,Sinan,5.1,0,5,53
2017-12-31,Goheung,3.6,0.2,7,53
2017-12-31,Gochang,2.6,0,4,53
2017-12-31,Andong,1.3,0.8,9,53
2017-12-31,Uiseong,1.6,0,8,53
2018-01-01,Sinan,4.6,0,9,1
2018-01-01,Goheung,0.6,0,8,1
2018-01-01,Gochang,0,0,7,1
2018-01-01,Andong,-1,0,9,1
2018-01-01,Uiseong,-3,0,8,1
2018-01-02,Sinan,5.2,0,8,1
2018-01-02,Goheung,1.5,0,8,1
2018-01-02,Gochang,0.4,0,3,1
2018-01-02,Andong,-0.5,0,7,1
2018-01-02,Uiseong,-1.9,0,6,1
2018-01-03,Sinan,2.3,0,1,1
2018-01-03,Goheung,0.9,0,8,1
2018-01-03,Gochang,-1.5,0,7,1
2018-01-03,Andong,-2.1,0,9,1
2018-01-03,Uiseong,-3.7,0,8,1
2018-01-04,Sinan,1.6,0,0,1
2018-01-04,Goheung,0.7,0,2,1
2018-01-04,Gochang,-2.3,0,1,1
2018-01-04,Andong,-2.5,0,9,1
2018-01-04,Uiseong,-2.9,0,7,1
2018-01-05,Sinan,3.2,0,0,1
2018-01-05,Goheung,2,0,7,1
2018-01-05,Gochang,-0.3,0,2,1
2018-01-05,Andong,-0.6,0,8,1
2018-01-05,Uiseong,-0.6,0,7,1
2018-01-06,Sinan,3.6,0,6,1
2018-01-06,Goheung,2.4,0,8,1
2018-01-06,Gochang,0.2,0,7,1
2018-01-06,Andong,-1.2,0,9,1
2018-01-06,Uiseong,-3.9,0,9,1
2018-01-07,Sinan,3.4,5.6,0,2
2018-01-07,Goheung,2.6,1.6,0,2
2018-01-07,Gochang,-0.5,0.1,0,2
2018-01-07,Andong,-2.4,0,3,2
2018-01-07,Uiseong,-3,0,2,2
2018-01-08,Sinan,3.9,2.6,1,2
2018-01-08,Goheung,4.5,4.7,0,2
2018-01-08,Gochang,1.7,2,0,2
2018-01-08,Andong,0.7,0.5,2,2
2018-01-08,Uiseong,0.4,0.5,0,2
2018-01-09,Sinan,1.6,0,5,2
2018-01-09,Goheung,0.8,0,5,2
2018-01-09,Gochang,-0.8,4.5,2,2
2018-01-09,Andong,-2.3,0,8,2
2018-01-09,Uiseong,-1.4,0,4,2
2018-01-10,Sinan,-1,2,5,2
2018-01-10,Goheung,-1.6,1.5,3,2
2018-01-10,Gochang,-3.4,6,1,2
2018-01-10,Andong,-5.1,3.3,9,2
2018-01-10,Uiseong,-4.3,1,6,2
2018-01-11,Sinan,-2.7,0.7,1,2
2018-01-11,Goheung,-4.8,0,8,2
2018-01-11,Gochang,-7.1,4.5,3,2
2018-01-11,Andong,-9.3,0,10,2
2018-01-11,Uiseong,-10.5,0,9,2
2018-01-12,Sinan,-1.6,0.2,3,2
2018-01-12,Goheung,-6.3,0,8,2
2018-01-12,Gochang,-9.1,0,7,2
2018-01-12,Andong,-9.7,0,10,2
2018-01-12,Uiseong,-11.8,0,9,2
2018-01-13,Sinan,3.1,0,5,2
2018-01-13,Goheung,-2.4,0,6,2
2018-01-13,Gochang,-2.8,0,6,2
2018-01-13,Andong,-4.4,0,7,2
2018-01-13,Uiseong,-4.9,0,6,2
2018-01-14,Sinan,5.2,0,5,3
2018-01-14,Goheung,0.3,0,4,3
2018-01-14,Gochang,2.3,0,5,3
2018-01-14,Andong,-2.5,0,8,3
2018-01-14,Uiseong,-3.7,0,9,3
2018-01-15,Sinan,7.2,0,9,3
2018-01-15,Goheung,3.6,0,8,3
2018-01-15,Gochang,4.2,0,5,3
2018-01-15,Andong,2.7,0,9,3
2018-01-15,Uiseong,1.4,0,8,3
2018-01-16,Sinan,6.5,18.4,0,3
2018-01-16,Goheung,5,16,0,3
2018-01-16,Gochang,3.9,11.5,0,3
2018-01-16,Andong,2.7,2.4,4,3
2018-01-16,Uiseong,2.8,2.5,2,3
2018-01-17,Sinan,6.7,1.9,6,3
2018-01-17,Goheung,4.9,3,3,3
2018-01-17,Gochang,4.2,4.5,1,3
2018-01-17,Andong,3.7,8.5,1,3
2018-01-17,Uiseong,3.7,10,0,3
2018-01-18,Sinan,5.8,0,5,3
2018-01-18,Goheung,4.4,0,4,3
2018-01-18,Gochang,3.2,0,4,3
2018-01-18,Andong,3.7,0,4,3
2018-01-18,Uiseong,2.8,0,1,3
2018-01-19,Sinan,3.7,0,8,3
2018-01-19,Goheung,1.9,0,8,3
2018-01-19,Gochang,-0.5,0,6,3
2018-01-19,Andong,0.3,0,9,3
2018-01-19,Uiseong,-1.2,0,7,3
2018-01-20,Sinan,4.6,0,8,3
2018-01-20,Goheung,1.3,0,8,3
2018-01-20,Gochang,0.4,0,6,3
2018-01-20,Andong,-0.9,0,8,3
2018-01-20,Uiseong,-2,0,8,3
2018-01-21,Sinan,4.2,0,4,4
2018-01-21,Goheung,2.3,0,6,4
2018-01-21,Gochang,0.6,0,2,4
2018-01-21,Andong,-0.1,0,7,4
2018-01-21,Uiseong,-0.4,0,8,4
2018-01-22,Sinan,5.6,0,5,4
2018-01-22,Goheung,5.4,0,4,4
2018-01-22,Gochang,3.6,0.5,4,4
2018-01-22,Andong,2.2,0.4,3,4
2018-01-22,Uiseong,3.2,0,2,4
2018-01-23,Sinan,-1.8,0,1,4
2018-01-23,Goheung,-3,0,7,4
2018-01-23,Gochang,-5.5,0.1,4,4
2018-01-23,Andong,-7,0,10,4
2018-01-23,Uiseong,-5.5,0,9,4
2018-01-24,Sinan,-4.3,1.1,0,4
2018-01-24,Goheung,-6.9,0,8,4
2018-01-24,Gochang,-9.9,0,7,4
2018-01-24,Andong,-11.1,0,10,4
2018-01-24,Uiseong,-10.2,0,9,4
2018-01-25,Sinan,-3.9,0,0,4
2018-01-25,Goheung,-6.3,0,8,4
2018-01-25,Gochang,-9,0,6,4
2018-01-25,Andong,-10.9,0,9,4
2018-01-25,Uiseong,-10.7,0,8,4
2018-01-26,Sinan,-3.5,0,1,4
2018-01-26,Goheung,-7,0,9,4
2018-01-26,Gochang,-9.7,0,5,4
2018-01-26,Andong,-11.6,0,10,4
2018-01-26,Uiseong,-11.1,0,9,4
2018-01-27,Sinan,-1.9,0,4,4
2018-01-27,Goheung,-4.1,0,9,4
2018-01-27,Gochang,-7.4,0,8,4
2018-01-27,Andong,-8.7,0,10,4
2018-01-27,Uiseong,-9.6,0,9,4
2018-01-28,Sinan,0.3,0.1,2,5
2018-01-28,Goheung,-0.1,0,7,5
2018-01-28,Gochang,-2.9,0.1,6,5
2018-01-28,Andong,-3.3,0,9,5
2018-01-28,Uiseong,-2.6,0,8,5
2018-01-29,Sinan,-1,0.3,2,5
2018-01-29,Goheung,-3.2,0,8,5
2018-01-29,Gochang,-5.6,0,5,5
2018-01-29,Andong,-7,0,10,5
2018-01-29,Uiseong,-7.9,0,9,5
2018-01-30,Sinan,-0.8,0.2,1,5
2018-01-30,Goheung,-3.9,0,7,5
2018-01-30,Gochang,-5.1,0,6,5
2018-01-30,Andong,-5.5,0,10,5
2018-01-30,Uiseong,-7.4,0,9,5
2018-01-31,Sinan,2.7,0,1,5
2018-01-31,Goheung,-0.4,0,3,5
2018-01-31,Gochang,-1.7,0,1,5
2018-01-31,Andong,-1.2,0,7,5
2018-01-31,Uiseong,-2.9,0,7,5
2018-02-01,Sinan,1.1,0,9,5
2018-02-01,Goheung,-0.5,0,9,5
2018-02-01,Gochang,-2.3,0,8,5
2018-02-01,Andong,-2.3,0,10,5
2018-02-01,Uiseong,-4.7,0,9,5
2018-02-02,Sinan,1.1,0.2,6,5
2018-02-02,Goheung,-1.1,0,5,5
2018-02-02,Gochang,-3.5,0,6,5
2018-02-02,Andong,-3.6,0,10,5
2018-02-02,Uiseong,-5.2,0,9,5
2018-02-03,Sinan,-1.9,0.9,4,5
2018-02-03,Goheung,-2.3,0,9,5
2018-02-03,Gochang,-4.6,2,1,5
2018-02-03,Andong,-5.5,0,9,5
2018-02-03,Uiseong,-6,0,9,5
2018-02-04,Sinan,-2.6,0.3,5,6
2018-02-04,Goheung,-5,0,9,6
2018-02-04,Gochang,-7,4.5,1,6
2018-02-04,Andong,-8,0,10,6
2018-02-04,Uiseong,-8.1,0,9,6
2018-02-05,Sinan,-2.4,3.4,2,6
2018-02-05,Goheung,-5.5,0,9,6
2018-02-05,Gochang,-7,0.1,2,6
2018-02-05,Andong,-8.2,0,10,6
2018-02-05,Uiseong,-9.6,0,9,6
2018-02-06,Sinan,-3.6,2.3,3,6
2018-02-06,Goheung,-6,0,9,6
2018-02-06,Gochang,-7.3,0.5,2,6
2018-02-06,Andong,-9,0,10,6
2018-02-06,Uiseong,-10,0,10,6
2018-02-07,Sinan,-1.8,1.3,3,6
2018-02-07,Goheung,-3.7,0,9,6
2018-02-07,Gochang,-7.2,0.5,8,6
2018-02-07,Andong,-7.7,0,10,6
2018-02-07,Uiseong,-9.4,0,10,6
2018-02-08,Sinan,0.7,0.4,7,6
2018-02-08,Goheung,-1.7,0,8,6
2018-02-08,Gochang,-3.6,0,8,6
2018-02-08,Andong,-5.7,0,9,6
2018-02-08,Uiseong,-7.1,0,9,6
2018-02-09,Sinan,4,0,3,6
2018-02-09,Goheung,2.3,0,4,6
2018-02-09,Gochang,1.5,0,4,6
2018-02-09,Andong,-0.1,0,8,6
2018-02-09,Uiseong,-0.8,0,7,6
2018-02-10,Sinan,2.9,0,4,6
2018-02-10,Goheung,3.2,0,4,6
2018-02-10,Gochang,0.1,0,2,6
2018-02-10,Andong,0.7,0,3,6
2018-02-10,Uiseong,0.8,0,2,6
2018-02-11,Sinan,0.3,2.3,4,7
2018-02-11,Goheung,-1.2,0,5,7
2018-02-11,Gochang,-2.2,0.5,3,7
2018-02-11,Andong,-4.8,0.2,8,7
2018-02-11,Uiseong,-4.5,1.5,8,7
2018-02-12,Sinan,0.2,0,5,7
2018-02-12,Goheung,-1.9,0,4,7
2018-02-12,Gochang,-3.3,2,2,7
2018-02-12,Andong,-5.1,0,10,7
2018-02-12,Uiseong,-6.4,0,6,7
2018-02-13,Sinan,3.7,0,10,7
2018-02-13,Goheung,0.4,0,9,7
2018-02-13,Gochang,0.9,0,8,7
2018-02-13,Andong,-1.4,0,10,7
2018-02-13,Uiseong,-3.6,0,10,7
2018-02-14,Sinan,7.3,0,6,7
2018-02-14,Goheung,5.4,0,7,7
2018-02-14,Gochang,5.8,0,4,7
2018-02-14,Andong,2.6,0,9,7
2018-02-14,Uiseong,2,0,8,7
2018-02-15,Sinan,1.8,0,5,7
2018-02-15,Goheung,4.5,0,5,7
2018-02-15,Gochang,-0.3,0,5,7
2018-02-15,Andong,3.1,0,9,7
2018-02-15,Uiseong,2.2,0,8,7
2018-02-16,Sinan,2.4,0,4,7
2018-02-16,Goheung,2.6,0,4,7
2018-02-16,Gochang,-0.5,0,5,7
2018-02-16,Andong,0.3,0,10,7
2018-02-16,Uiseong,-0.3,0,9,7
2018-02-17,Sinan,1.2,0,9,7
2018-02-17,Goheung,2,0,9,7
2018-02-17,Gochang,-1,0,8,7
2018-02-17,Andong,-0.4,0,10,7
2018-02-17,Uiseong,-0.6,0,10,7
2018-02-18,Sinan,1.8,0,1,8
2018-02-18,Goheung,2.8,0,5,8
2018-02-18,Gochang,0.5,0,3,8
2018-02-18,Andong,0,0,7,8
2018-02-18,Uiseong,-0.9,0,5,8
2018-02-19,Sinan,3.4,0,1,8
2018-02-19,Goheung,5.2,0,0,8
2018-02-19,Gochang,1.9,0,2,8
2018-02-19,Andong,2.5,0,8,8
2018-02-19,Uiseong,1.5,0,7,8
2018-02-20,Sinan,3.4,0,3,8
2018-02-20,Goheung,4.7,0,6,8
2018-02-20,Gochang,1.6,0,5,8
2018-02-20,Andong,1.9,0,9,8
2018-02-20,Uiseong,2,0,8,8
2018-02-21,Sinan,1.8,0,3,8
2018-02-21,Goheung,2.6,0,2,8
2018-02-21,Gochang,-0.6,0,3,8
2018-02-21,Andong,0.6,0,8,8
2018-02-21,Uiseong,-0.4,0,7,8
2018-02-22,Sinan,3.5,0,10,8
2018-02-22,Goheung,2.1,0,9,8
2018-02-22,Gochang,-0.2,0,8,8
2018-02-22,Andong,-0.3,0,10,8
2018-02-22,Uiseong,-2.4,0,10,8
2018-02-23,Sinan,7.6,0,9,8
2018-02-23,Goheung,4.4,0,6,8
2018-02-23,Gochang,5.5,0,3,8
2018-02-23,Andong,3.7,0,8,8
2018-02-23,Uiseong,1.2,0,5,8
2018-02-24,Sinan,5,0,6,8
2018-02-24,Goheung,5.4,0,9,8
2018-02-24,Gochang,3.7,0,2,8
2018-02-24,Andong,6.5,0,8,8
2018-02-24,Uiseong,3.3,0,5,8
2018-02-25,Sinan,3.7,0,9,9
2018-02-25,Goheung,7.1,0,4,9
2018-02-25,Gochang,2.5,0,5,9
2018-02-25,Andong,5.4,0,7,9
2018-02-25,Uiseong,3.7,0,7,9
2018-02-26,Sinan,3.6,0,10,9
2018-02-26,Goheung,4.1,0,10,9
2018-02-26,Gochang,2.2,0,9,9
2018-02-26,Andong,3.1,0,10,9
2018-02-26,Uiseong,1.4,0,10,9
2018-02-27,Sinan,6.8,0,9,9
2018-02-27,Goheung,5.6,0,10,9
2018-02-27,Gochang,6.1,0,8,9
2018-02-27,Andong,5.7,0,8,9
2018-02-27,Uiseong,4.3,0,7,9
2018-02-28,Sinan,6.1,31.6,0,9
2018-02-28,Goheung,7.5,35.1,0,9
2018-02-28,Gochang,6.7,31,0,9
2018-02-28,Andong,5.8,18.1,2,9
2018-02-28,Uiseong,5.3,18.5,0,9
2018-03-01,Sinan,3.5,0,8,9
2018-03-01,Goheung,3.9,0,8,9
2018-03-01,Gochang,1.7,0.5,6,9
2018-03-01,Andong,3,0.8,10,9
2018-03-01,Uiseong,4.4,0.5,9,9
2018-03-02,Sinan,1.5,0,10,9
2018-03-02,Goheung,2.3,0,10,9
2018-03-02,Gochang,0.5,0,8,9
2018-03-02,Andong,1,0,11,9
2018-03-02,Uiseong,0.8,0,10,9
2018-03-03,Sinan,7.2,0,3,9
2018-03-03,Goheung,6.7,0,4,9
2018-03-03,Gochang,9.2,0,7,9
2018-03-03,Andong,6.1,0,11,9
2018-03-03,Uiseong,5.3,0,10,9
2018-03-04,Sinan,9.1,26,0,10
2018-03-04,Goheung,10.7,18.5,0,10
2018-03-04,Gochang,15.2,9.5,4,10
2018-03-04,Andong,12.1,15.4,5,10
2018-03-04,Uiseong,12.9,20,4,10
2018-03-05,Sinan,4.8,1,4,10
2018-03-05,Goheung,8.6,4.3,0,10
2018-03-05,Gochang,7.1,6,0,10
2018-03-05,Andong,4.5,16.5,3,10
2018-03-05,Uiseong,5.5,14,1,10
2018-03-06,Sinan,4.6,0,10,10
2018-03-06,Goheung,6.6,0,10,10
2018-03-06,Gochang,4.3,0,7,10
2018-03-06,Andong,4.4,0,11,10
2018-03-06,Uiseong,4.4,0,10,10
2018-03-07,Sinan,4.5,9.1,0,10
2018-03-07,Goheung,6.2,9.6,1,10
2018-03-07,Gochang,6.3,3.5,0,10
2018-03-07,Andong,3.7,3.5,2,10
2018-03-07,Uiseong,4.1,3.5,0,10
2018-03-08,Sinan,3.2,5.4,1,10
2018-03-08,Goheung,5,25.8,2,10
2018-03-08,Gochang,2.3,11,0,10
2018-03-08,Andong,1.4,18.2,2,10
2018-03-08,Uiseong,2,22,0,10
2018-03-09,Sinan,3.5,0,9,10
2018-03-09,Goheung,3.8,0,10,10
2018-03-09,Gochang,2.7,0,4,10
2018-03-09,Andong,2.9,0,3,10
2018-03-09,Uiseong,2.7,0,1,10
2018-03-10,Sinan,4.8,0,11,10
2018-03-10,Goheung,5.5,0,10,10
2018-03-10,Gochang,2.6,0,8,10
2018-03-10,Andong,4.9,0,9,10
2018-03-10,Uiseong,4.7,0,10,10
2018-03-11,Sinan,5.9,0,9,11
2018-03-11,Goheung,7.3,0,10,11
2018-03-11,Gochang,5.3,0,8,11
2018-03-11,Andong,6.5,0,11,11
2018-03-11,Uiseong,5.5,0,10,11
2018-03-12,Sinan,7.7,0,11,11
