days,region,temperature,rainfall,daylight,weeks
2015-05-05,Goheung,14.1,0,12,19
2015-05-05,Gochang,12.2,0,12,19
2015-05-05,Andong,15,0,13,19
2015-05-05,Uiseong,12.8,0,13,19
2015-05-06,Sinan,13.9,0,6,19
2015-05-06,Goheung,13.9,0,1,19
2015-05-06,Gochang,14.3,0,6,19
2015-05-06,Andong,15.3,0,7,19
2015-05-06,Uiseong,13.4,0,6,19
2015-05-07,Sinan,15.1,0,12,19
2015-05-07,Goheung,16.3,0,12,19
2015-05-07,Gochang,14.8,0,11,19
2015-05-07,Andong,17,0,12,19
2015-05-07,Uiseong,15.8,0,12,19
2015-05-08,Sinan,15,0.1,7,19
2015-05-08,Goheung,17.2,0,9,19
2015-05-08,Gochang,16.7,0.2,6,19
2015-05-08,Andong,18,0,10,19
2015-05-08,Uiseong,16.2,0,7,19
2015-05-09,Sinan,14,1,12,19
2015-05-09,Goheung,17.7,1,7,19
2015-05-09,Gochang,17.5,0.5,9,19
2015-05-09,Andong,18.9,0,11,19
2015-05-09,Uiseong,18.4,0,8,19
2015-05-10,Sinan,14.9,0,12,20
2015-05-10,Goheung,16.8,0,8,20
2015-05-10,Gochang,17.9,0,11,20
2015-05-10,Andong,15.8,0,12,20
2015-05-10,Uiseong,15.8,0,12,20
2015-05-11,Sinan,14.7,12.5,0,20
2015-05-11,Goheung,16.9,86,0,20
2015-05-11,Gochang,18.5,13,0,20
2015-05-11,Andong,17.4,6.5,6,20
2015-05-11,Uiseong,16.6,4.5,5,20
2015-05-12,Sinan,16.4,3,12,20
2015-05-12,Goheung,16.3,2,10,20
2015-05-12,Gochang,16.3,8,10,20
2015-05-12,Andong,16.3,14,10,20
2015-05-12,Uiseong,16.9,13,8,20
2015-05-13,Sinan,18.6,0,12,20
2015-05-13,Goheung,19.7,0,12,20
2015-05-13,Gochang,20.8,0,12,20
2015-05-13,Andong,20.2,0,13,20
2015-05-13,Uiseong,17.9,0,13,20
2015-05-14,Sinan,18,0,3,20
2015-05-14,Goheung,19.2,0,5,20
2015-05-14,Gochang,23.2,0,10,20
2015-05-14,Andong,21.3,0,12,20
2015-05-14,Uiseong,19.7,0,12,20
2015-05-15,Sinan,14.5,5.8,0,20
2015-05-15,Goheung,20.7,9,5,20
2015-05-15,Gochang,19.9,1,0,20
2015-05-15,Andong,21.4,0,2,20
2015-05-15,Uiseong,20.5,0,0,20
2015-05-16,Sinan,14.2,0,12,20
2015-05-16,Goheung,17.9,0,12,20
2015-05-16,Gochang,18,0,11,20
2015-05-16,Andong,19.5,0,11,20
2015-05-16,Uiseong,17.5,0,10,20
2015-05-17,Sinan,15.6,0,6,21
2015-05-17,Goheung,17.5,0,7,21
2015-05-17,Gochang,18.5,0,8,21
2015-05-17,Andong,18.5,0,13,21
2015-05-17,Uiseong,16.1,0,12,21
2015-05-18,Sinan,13.9,3.5,0,21
2015-05-18,Goheung,14.6,15.5,0,21
2015-05-18,Gochang,17.2,0.5,1,21
2015-05-18,Andong,16.5,0,3,21
2015-05-18,Uiseong,14.8,0,0,21
2015-05-19,Sinan,14.3,0,1,21
2015-05-19,Goheung,19.3,0,11,21
2015-05-19,Gochang,18.5,0,9,21
2015-05-19,Andong,18.2,0.1,12,21
2015-05-19,Uiseong,17.7,1,7,21
2015-05-20,Sinan,14.3,0,10,21
2015-05-20,Goheung,18.4,0,12,21
2015-05-20,Gochang,16.7,0,11,21
2015-05-20,Andong,16.7,0,13,21
2015-05-20,Uiseong,16.3,0,12,21
2015-05-21,Sinan,16.3,0,10,21
2015-05-21,Goheung,18.6,0,11,21
2015-05-21,Gochang,17.5,0,12,21
2015-05-21,Andong,18.6,0,13,21
2015-05-21,Uiseong,17.2,0,13,21
2015-05-22,Sinan,17.7,0,6,21
2015-05-22,Goheung,19.7,0,9,21
2015-05-22,Gochang,19.3,0,8,21
2015-05-22,Andong,21.6,0,12,21
2015-05-22,Uiseong,19.6,0,11,21
2015-05-23,Sinan,16.3,0,2,21
2015-05-23,Goheung,18.7,0,4,21
2015-05-23,Gochang,19.7,0,3,21
2015-05-23,Andong,21,0,13,21
2015-05-23,Uiseong,19.2,0,12,21
2015-05-24,Sinan,16.5,0,12,22
2015-05-24,Goheung,19.8,0,11,22
2015-05-24,Gochang,19,0,12,22
2015-05-24,Andong,20.9,0,13,22
2015-05-24,Uiseong,19.1,0,13,22
2015-05-25,Sinan,15.6,0,9,22
2015-05-25,Goheung,20.3,0,12,22
2015-05-25,Gochang,18.4,0,12,22
2015-05-25,Andong,21.8,0,13,22
2015-05-25,Uiseong,20,0,13,22
2015-05-26,Sinan,15.2,0,9,22
2015-05-26,Goheung,21.3,0,12,22
2015-05-26,Gochang,19.5,0,12,22
2015-05-26,Andong,23,0,13,22
2015-05-26,Uiseong,21.3,0,13,22
2015-05-27,Sinan,18.3,0,11,22
2015-05-27,Goheung,20.8,0,12,22
2015-05-27,Gochang,21.8,0,10,22
2015-05-27,Andong,23,0,13,22
2015-05-27,Uiseong,21.1,0,13,22
2015-05-28,Sinan,19.5,0,6,22
2015-05-28,Goheung,20.7,0,10,22
2015-05-28,Gochang,22.7,0,11,22
2015-05-28,Andong,23.2,0,10,22
2015-05-28,Uiseong,21.6,0,9,22
2015-05-29,Sinan,20.1,0,6,22
2015-05-29,Goheung,21.8,0,12,22
2015-05-29,Gochang,22.1,0,11,22
2015-05-29,Andong,23.5,0,12,22
2015-05-29,Uiseong,22.4,0,12,22
2015-05-30,Sinan,16.8,10,3,22
2015-05-30,Goheung,19.3,6,1,22
2015-05-30,Gochang,18,4.5,2,22
2015-05-30,Andong,18.9,1.5,3,22
2015-05-30,Uiseong,18.1,2,2,22
2015-05-31,Sinan,17.7,0,12,23
2015-05-31,Goheung,20.5,0,12,23
2015-05-31,Gochang,20.1,0,11,23
2015-05-31,Andong,20.5,0,10,23
2015-05-31,Uiseong,20.1,0,10,23
2015-06-01,Sinan,18,0,11,23
2015-06-01,Goheung,20.7,0,11,23
2015-06-01,Gochang,21.3,0,11,23
2015-06-01,Andong,21.8,0,12,23
2015-06-01,Uiseong,21.2,0,12,23
2015-06-02,Sinan,17.3,0,0,23
2015-06-02,Goheung,19.6,3.5,0,23
2015-06-02,Gochang,20,0,0,23
2015-06-02,Andong,23.1,0,8,23
2015-06-02,Uiseong,21.4,0,3,23
2015-06-03,Sinan,17.9,0,11,23
2015-06-03,Goheung,22.5,0,10,23
2015-06-03,Gochang,20.1,0,10,23
2015-06-03,Andong,22.8,0,11,23
2015-06-03,Uiseong,21.5,0,10,23
2015-06-04,Sinan,19.1,0,11,23
2015-06-04,Goheung,20.4,0,12,23
2015-06-04,Gochang,20.6,0,9,23
2015-06-04,Andong,21.4,0,11,23
2015-06-04,Uiseong,21,0,11,23
2015-06-05,Sinan,16.1,4.5,9,23
2015-06-05,Goheung,16.4,4,3,23
2015-06-05,Gochang,18.1,1,6,23
2015-06-05,Andong,15.5,3.5,1,23
2015-06-05,Uiseong,14.5,4.5,0,23
2015-06-06,Sinan,16.8,0,11,23
2015-06-06,Goheung,18,0,10,23
2015-06-06,Gochang,21.1,0,12,23
2015-06-06,Andong,17.5,0,9,23
2015-06-06,Uiseong,17.5,0,9,23
2015-06-07,Sinan,17.5,0,9,24
2015-06-07,Goheung,18.6,0,5,24
2015-06-07,Gochang,22.1,0,9,24
2015-06-07,Andong,21.8,0,13,24
2015-06-07,Uiseong,20.8,0,13,24
2015-06-08,Sinan,17.5,4.5,1,24
2015-06-08,Goheung,18.9,9,0,24
2015-06-08,Gochang,20.3,1,0,24
2015-06-08,Andong,20.4,0,3,24
2015-06-08,Uiseong,19.8,0.2,3,24
2015-06-09,Sinan,18.7,0,0,24
2015-06-09,Goheung,21.4,0,7,24
2015-06-09,Gochang,21.1,0,6,24
2015-06-09,Andong,22.7,0,10,24
2015-06-09,Uiseong,22,0,7,24
2015-06-10,Sinan,19.6,0,9,24
2015-06-10,Goheung,21.9,0,8,24
2015-06-10,Gochang,23.4,0,11,24
2015-06-10,Andong,25,0,12,24
2015-06-10,Uiseong,23.9,0,11,24
2015-06-11,Sinan,18.9,2.9,0,24
2015-06-11,Goheung,20.9,4,0,24
2015-06-11,Gochang,23.1,0,0,24
2015-06-11,Andong,21.5,0,1,24
2015-06-11,Uiseong,20.8,0,0,24
2015-06-12,Sinan,18.8,0,9,24
2015-06-12,Goheung,23.9,0,10,24
2015-06-12,Gochang,25.1,0,11,24
2015-06-12,Andong,24.8,0,12,24
2015-06-12,Uiseong,23.7,0,10,24
2015-06-13,Sinan,19.2,0,4,24
2015-06-13,Goheung,21.2,0,1,24
2015-06-13,Gochang,25.3,0,4,24
2015-06-13,Andong,22.9,5,8,24
2015-06-13,Uiseong,22.6,0,4,24
2015-06-14,Sinan,18.5,0,0,25
2015-06-14,Goheung,21.9,0,2,25
2015-06-14,Gochang,21.2,25.5,0,25
2015-06-14,Andong,23,0,9,25
2015-06-14,Uiseong,22.8,0,7,25
2015-06-15,Sinan,19.7,0,0,25
2015-06-15,Goheung,22.6,0,2,25
2015-06-15,Gochang,22.7,0,2,25
2015-06-15,Andong,25.2,0,8,25
2015-06-15,Uiseong,24.9,0,6,25
2015-06-16,Sinan,19.6,0.1,3,25
2015-06-16,Goheung,22.7,0,5,25
2015-06-16,Gochang,21.5,0,5,25
2015-06-16,Andong,24,0,9,25
2015-06-16,Uiseong,22.3,34.5,4,25
2015-06-17,Sinan,17.7,2.1,0,25
2015-06-17,Goheung,20,3.5,0,25
2015-06-17,Gochang,21.2,0,0,25
2015-06-17,Andong,21.9,0,8,25
2015-06-17,Uiseong,21.1,0,4,25
2015-06-18,Sinan,20.2,0,8,25
2015-06-18,Goheung,22.7,0.1,7,25
2015-06-18,Gochang,23.6,0,8,25
2015-06-18,Andong,21.9,0,9,25
2015-06-18,Uiseong,21.6,0,5,25
2015-06-19,Sinan,20.8,0,10,25
2015-06-19,Goheung,22.5,0,6,25
2015-06-19,Gochang,22.7,0,7,25
2015-06-19,Andong,22,0,10,25
2015-06-19,Uiseong,22.5,0,8,25
2015-06-20,Sinan,18.4,21.3,0,25
2015-06-20,Goheung,20.3,7,1,25
2015-06-20,Gochang,20,10,0,25
2015-06-20,Andong,19,42,0,25
2015-06-20,Uiseong,18.9,6,0,25
2015-06-21,Sinan,19.6,0,11,26
2015-06-21,Goheung,20.8,0,10,26
2015-06-21,Gochang,21.7,0.1,3,26
2015-06-21,Andong,21.4,0.1,10,26
2015-06-21,Uiseong,21.6,0,7,26
2015-06-22,Sinan,19.1,0,7,26
2015-06-22,Goheung,20.7,0,1,26
2015-06-22,Gochang,21.6,0,6,26
2015-06-22,Andong,21.7,27.5,9,26
2015-06-22,Uiseong,22.1,0,8,26
2015-06-23,Sinan,20.5,0,5,26
2015-06-23,Goheung,22.5,0,10,26
2015-06-23,Gochang,22.7,0,10,26
2015-06-23,Andong,23.2,0,8,26
2015-06-23,Uiseong,22.4,0,9,26
2015-06-24,Sinan,18.8,6.7,0,26
2015-06-24,Goheung,20.9,1,0,26
2015-06-24,Gochang,22.2,0,0,26
2015-06-24,Andong,22.9,0,6,26
2015-06-24,Uiseong,22.4,0,3,26
2015-06-25,Sinan,18.6,93.9,0,26
2015-06-25,Goheung,21.2,27.5,0,26
2015-06-25,Gochang,22.3,18,1,26
2015-06-25,Andong,21.2,8.5,2,26
2015-06-25,Uiseong,20.5,6.5,0,26
2015-06-26,Sinan,19.9,15.8,2,26
2015-06-26,Goheung,22.3,7.5,0,26
2015-06-26,Gochang,21.3,13,0,26
2015-06-26,Andong,20.6,43,0,26
2015-06-26,Uiseong,20.9,30.5,0,26
2015-06-27,Sinan,19.7,0,6,26
2015-06-27,Goheung,19.9,2,0,26
2015-06-27,Gochang,22.2,0,1,26
2015-06-27,Andong,22,0,5,26
2015-06-27,Uiseong,21.6,0,3,26
2015-06-28,Sinan,19.5,0,10,27
2015-06-28,Goheung,21.3,0,5,27
2015-06-28,Gochang,22.9,2.5,11,27
2015-06-28,Andong,21,0,4,27
2015-06-28,Uiseong,21,0,4,27
2015-06-29,Sinan,18.9,0,1,27
2015-06-29,Goheung,21.4,0,1,27
2015-06-29,Gochang,23.1,0,4,27
2015-06-29,Andong,24.9,0.3,12,27
2015-06-29,Uiseong,24.6,0,11,27
2015-06-30,Sinan,17.8,15.2,0,27
2015-06-30,Goheung,19.9,44.5,0,27
2015-06-30,Gochang,20.3,17.5,0,27
2015-06-30,Andong,21.5,5.5,2,27
2015-06-30,Uiseong,21.3,5.5,0,27
2015-07-01,Sinan,20.7,0,9,27
2015-07-01,Goheung,22.8,0,6,27
2015-07-01,Gochang,21.2,0.5,5,27
2015-07-01,Andong,22.5,1,11,27
2015-07-01,Uiseong,22.3,1,8,27
2015-07-02,Sinan,20.4,1.5,5,27
2015-07-02,Goheung,21.4,0,8,27
2015-07-02,Gochang,22.6,0,10,27
2015-07-02,Andong,22.8,0,12,27
2015-07-02,Uiseong,22,0.3,12,27
2015-07-03,Sinan,20.7,0,6,27
2015-07-03,Goheung,23.3,0,9,27
2015-07-03,Gochang,22.4,0,7,27
2015-07-03,Andong,22.9,0,11,27
2015-07-03,Uiseong,22.5,0,8,27
2015-07-04,Sinan,19.9,0,9,27
2015-07-04,Goheung,20.5,0,3,27
2015-07-04,Gochang,21.1,0,10,27
2015-07-04,Andong,21.1,0,11,27
2015-07-04,Uiseong,20.2,0,5,27
2015-07-05,Sinan,19.4,0,11,28
2015-07-05,Goheung,20.7,0,3,28
2015-07-05,Gochang,21.7,0,9,28
2015-07-05,Andong,22,0,10,28
2015-07-05,Uiseong,21.8,0.5,10,28
2015-07-06,Sinan,19.9,0,1,28
2015-07-06,Goheung,20.7,0.5,1,28
2015-07-06,Gochang,21.9,0,3,28
2015-07-06,Andong,22.4,1,9,28
2015-07-06,Uiseong,22,0.5,6,28
2015-07-07,Sinan,18.4,7.3,0,28
2015-07-07,Goheung,19.1,24,0,28
2015-07-07,Gochang,20.1,6.5,0,28
2015-07-07,Andong,18.6,17.5,0,28
2015-07-07,Uiseong,18.4,21.5,0,28
2015-07-08,Sinan,19.5,3.3,0,28
2015-07-08,Goheung,21.8,45,0,28
2015-07-08,Gochang,22.2,2.2,0,28
2015-07-08,Andong,19.8,52,0,28
2015-07-08,Uiseong,20.3,16,0,28
2015-07-09,Sinan,20.7,6.1,0,28
2015-07-09,Goheung,24.4,0.5,3,28
2015-07-09,Gochang,25.1,3.5,2,28
2015-07-09,Andong,21.1,13,0,28
2015-07-09,Uiseong,21,22,0,28
2015-07-10,Sinan,23.3,0,11,28
2015-07-10,Goheung,25.2,0,12,28
2015-07-10,Gochang,27.2,0,11,28
2015-07-10,Andong,23.4,0,8,28
2015-07-10,Uiseong,23.6,0,6,28
2015-07-11,Sinan,22,44.4,0,28
2015-07-11,Goheung,23.9,16,0,28
2015-07-11,Gochang,26.8,12.5,1,28
2015-07-11,Andong,25.8,0.4,7,28
2015-07-11,Uiseong,25.5,0.5,6,28
2015-07-12,Sinan,20.8,34.2,0,29
2015-07-12,Goheung,23.9,122,0,29
2015-07-12,Gochang,24.8,63.5,0,29
2015-07-12,Andong,24.6,7.5,0,29
2015-07-12,Uiseong,24.7,9,0,29
2015-07-13,Sinan,23.6,3.4,5,29
2015-07-13,Goheung,22.9,0,3,29
2015-07-13,Gochang,22.9,8.5,0,29
2015-07-13,Andong,24.8,5.5,2,29
2015-07-13,Uiseong,25.2,1,4,29
2015-07-14,Sinan,21.4,0,0,29
2015-07-14,Goheung,24.4,0,9,29
2015-07-14,Gochang,25.3,0,6,29
2015-07-14,Andong,26.2,0,11,29
2015-07-14,Uiseong,25.7,0,10,29
2015-07-15,Sinan,22,0,7,29
2015-07-15,Goheung,24.4,0,5,29
2015-07-15,Gochang,25.4,62.5,4,29
2015-07-15,Andong,25,1,8,29
2015-07-15,Uiseong,25.4,0,8,29
2015-07-16,Sinan,22,0,2,29
2015-07-16,Goheung,24.4,0,12,29
2015-07-16,Gochang,25.6,0,10,29
2015-07-16,Andong,21.9,0,13,29
2015-07-16,Uiseong,21.8,0,13,29
2015-07-17,Sinan,21.8,0,11,29
2015-07-17,Goheung,22,0,3,29
2015-07-17,Gochang,24.1,0,11,29
2015-07-17,Andong,21.6,0,3,29
2015-07-17,Uiseong,21.3,0,2,29
2015-07-18,Sinan,20.8,0,1,29
2015-07-18,Goheung,21.8,0,2,29
2015-07-18,Gochang,24.1,0,3,29
2015-07-18,Andong,24.2,0,6,29
2015-07-18,Uiseong,23.7,0,3,29
2015-07-19,Sinan,22.6,0,10,30
2015-07-19,Goheung,23.9,0,7,30
2015-07-19,Gochang,26.2,0.2,5,30
2015-07-19,Andong,24.9,0,8,30
2015-07-19,Uiseong,24.7,0,6,30
2015-07-20,Sinan,23,1.6,1,30
2015-07-20,Goheung,24.4,0.4,0,30
2015-07-20,Gochang,26.1,16.5,2,30
2015-07-20,Andong,23.5,2,1,30
2015-07-20,Uiseong,23.6,0.6,0,30
2015-07-21,Sinan,23.3,0,1,30
2015-07-21,Goheung,23.4,2.6,0,30
2015-07-21,Gochang,25.8,1,1,30
2015-07-21,Andong,25.3,5.5,4,30
2015-07-21,Uiseong,25.1,1,1,30
2015-07-22,Sinan,0,1.3,0,30
2015-07-22,Goheung,0,0.4,0,30
2015-07-22,Gochang,0,0.2,0,30
2015-07-22,Andong,0,0,0,30
2015-07-22,Uiseong,0,0,0,30
2015-07-23,Sinan,21.8,5,0,30
2015-07-23,Goheung,25.7,14.2,1,30
2015-07-23,Gochang,25.8,8.5,0,30
2015-07-23,Andong,27,0,4,30
2015-07-23,Uiseong,26.7,0.5,2,30
2015-07-24,Sinan,21.2,0.6,0,30
2015-07-24,Goheung,25.5,0.3,0,30
2015-07-24,Gochang,25.6,7.5,0,30
2015-07-24,Andong,27.5,0.1,2,30
2015-07-24,Uiseong,27.7,0,3,30
2015-07-25,Sinan,22.1,0,0,30
2015-07-25,Goheung,25.9,0,8,30
2015-07-25,Gochang,27,0,3,30
2015-07-25,Andong,28.6,0,11,30
2015-07-25,Uiseong,28.5,0,10,30
2015-07-26,Sinan,23.6,0,12,31
2015-07-26,Goheung,26.8,0,11,31
2015-07-26,Gochang,27.1,0,8,31
2015-07-26,Andong,28.4,0,13,31
2015-07-26,Uiseong,27.6,0,13,31
2015-07-27,Sinan,23,0.4,1,31
2015-07-27,Goheung,26.1,0,6,31
2015-07-27,Gochang,25.8,5,0,31
2015-07-27,Andong,26.7,0,6,31
2015-07-27,Uiseong,26.3,0.1,5,31
2015-07-28,Sinan,23.1,0.4,1,31
2015-07-28,Goheung,27,0,6,31
2015-07-28,Gochang,25.9,3,1,31
2015-07-28,Andong,27.8,0,11,31
2015-07-28,Uiseong,27.9,0,8,31
2015-07-29,Sinan,25.4,0,10,31
2015-07-29,Goheung,28.2,0,10,31
2015-07-29,Gochang,28.8,0.5,6,31
2015-07-29,Andong,25.9,17,2,31
2015-07-29,Uiseong,26,0.5,2,31
2015-07-30,Sinan,23.2,0,0,31
2015-07-30,Goheung,27.8,0,11,31
2015-07-30,Gochang,29.2,0,9,31
2015-07-30,Andong,28.6,0,11,31
2015-07-30,Uiseong,28.5,0,8,31
2015-07-31,Sinan,24,0,0,31
2015-07-31,Goheung,26.9,0,10,31
2015-07-31,Gochang,28,0,11,31
2015-07-31,Andong,29.8,0,13,31
2015-07-31,Uiseong,29.2,0,8,31
2015-08-01,Sinan,24,0,4,31
2015-08-01,Goheung,26.4,0,12,31
2015-08-01,Gochang,28,0,10,31
2015-08-01,Andong,28.4,26.5,12,31
2015-08-01,Uiseong,29.1,0,10,31
2015-08-02,Sinan,23.9,0,6,32
2015-08-02,Goheung,26,0,5,32
2015-08-02,Gochang,28.2,0,4,32
2015-08-02,Andong,27.4,0.1,7,32
2015-08-02,Uiseong,26.9,0,5,32
2015-08-03,Sinan,22.9,0,9,32
2015-08-03,Goheung,26.2,0,11,32
2015-08-03,Gochang,27.8,0,12,32
2015-08-03,Andong,28.6,0,11,32
2015-08-03,Uiseong,28.5,0,11,32
2015-08-04,Sinan,23.2,0,5,32
2015-08-04,Goheung,26.5,0,11,32
2015-08-04,Gochang,28.1,0,10,32
2015-08-04,Andong,28.5,0,13,32
2015-08-04,Uiseong,28,0,13,32
2015-08-05,Sinan,24.2,0,3,32
2015-08-05,Goheung,26.8,0,10,32
2015-08-05,Gochang,28.2,0,9,32
2015-08-05,Andong,28.3,0,13,32
2015-08-05,Uiseong,28,0,12,32
2015-08-06,Sinan,24.9,0,9,32
2015-08-06,Goheung,26.5,0,11,32
2015-08-06,Gochang,28.4,0,10,32
2015-08-06,Andong,29.6,0,12,32
2015-08-06,Uiseong,30,0,11,32
2015-08-07,Sinan,26.7,0,11,32
2015-08-07,Goheung,27.7,0,12,32
2015-08-07,Gochang,28.5,0.5,9,32
2015-08-07,Andong,29.3,0,12,32
2015-08-07,Uiseong,29.5,0,12,32
2015-08-08,Sinan,25.5,0,7,32
2015-08-08,Goheung,27.6,0,10,32
2015-08-08,Gochang,27.3,15,6,32
2015-08-08,Andong,25.9,62,8,32
2015-08-08,Uiseong,27.3,6,8,32
2015-08-09,Sinan,25,0,7,33
2015-08-09,Goheung,27.6,0,9,33
2015-08-09,Gochang,26.6,0.1,7,33
2015-08-09,Andong,25.6,0,6,33
2015-08-09,Uiseong,26.5,0,6,33
2015-08-10,Sinan,24.7,0,4,33
2015-08-10,Goheung,26.8,0,4,33
2015-08-10,Gochang,25.3,0,2,33
2015-08-10,Andong,26.4,0,7,33
2015-08-10,Uiseong,26.1,0,3,33
2015-08-11,Sinan,21.5,47.2,0,33
2015-08-11,Goheung,23.8,32.2,0,33
2015-08-11,Gochang,23.1,14,0,33
2015-08-11,Andong,25.4,0,2,33
2015-08-11,Uiseong,25.8,0,0,33
2015-08-12,Sinan,22.7,0,6,33
2015-08-12,Goheung,23.8,0,2,33
2015-08-12,Gochang,23.5,4.5,2,33
2015-08-12,Andong,22.5,1,2,33
2015-08-12,Uiseong,21.9,6,0,33
2015-08-13,Sinan,24.8,0,9,33
2015-08-13,Goheung,24.9,0,6,33
2015-08-13,Gochang,25.1,0,9,33
2015-08-13,Andong,24.5,15.5,9,33
2015-08-13,Uiseong,23.9,11,6,33
2015-08-14,Sinan,23.4,0,9,33
2015-08-14,Goheung,24.9,0,12,33
2015-08-14,Gochang,25.3,0,7,33
2015-08-14,Andong,24.3,0,9,33
2015-08-14,Uiseong,23.7,5.5,5,33
2015-08-15,Sinan,23.5,0,11,33
2015-08-15,Goheung,25,0,10,33
2015-08-15,Gochang,26.4,0,11,33
2015-08-15,Andong,25.7,0,9,33
2015-08-15,Uiseong,25.3,0,9,33
2015-08-16,Sinan,23.6,0,0,34
2015-08-16,Goheung,24,6.6,4,34
2015-08-16,Gochang,25.9,0,2,34
2015-08-16,Andong,23.7,7,4,34
2015-08-16,Uiseong,23.6,26,1,34
2015-08-17,Sinan,24.1,0,10,34
2015-08-17,Goheung,25,0,11,34
2015-08-17,Gochang,25.9,0,7,34
2015-08-17,Andong,24.1,0.1,8,34
2015-08-17,Uiseong,24.4,0.5,5,34
2015-08-18,Sinan,22.9,0,3,34
2015-08-18,Goheung,25,0,4,34
2015-08-18,Gochang,25,0.6,0,34
2015-08-18,Andong,25,0,10,34
2015-08-18,Uiseong,24.3,0,7,34
2015-08-19,Sinan,23.6,0,2,34
2015-08-19,Goheung,25.2,0,3,34
2015-08-19,Gochang,25.3,0,2,34
2015-08-19,Andong,23.9,0,3,34
2015-08-19,Uiseong,23.6,0,1,34
2015-08-20,Sinan,21.7,35.7,0,34
2015-08-20,Goheung,24.4,9.3,0,34
2015-08-20,Gochang,23,30,0,34
2015-08-20,Andong,23.4,1.5,1,34
2015-08-20,Uiseong,23,1,0,34
2015-08-21,Sinan,22.8,14.5,6,34
2015-08-21,Goheung,23.6,95.5,3,34
2015-08-21,Gochang,23.7,22,4,34
2015-08-21,Andong,23.3,3,5,34
2015-08-21,Uiseong,22.6,6,3,34
2015-08-22,Sinan,23.5,0,0,34
2015-08-22,Goheung,23.6,0.1,0,34
2015-08-22,Gochang,24.3,0,0,34
2015-08-22,Andong,24.8,0,7,34
2015-08-22,Uiseong,24.2,0,2,34
2015-08-23,Sinan,23,0,0,35
2015-08-23,Goheung,24.1,0.3,1,35
2015-08-23,Gochang,24.8,0,3,35
2015-08-23,Andong,24.7,2.5,6,35
2015-08-23,Uiseong,24.1,0.5,2,35
2015-08-24,Sinan,22.4,0.5,0,35
2015-08-24,Goheung,24.2,3.2,0,35
2015-08-24,Gochang,25,0,0,35
2015-08-24,Andong,24,1,3,35
2015-08-24,Uiseong,24,0.5,1,35
2015-08-25,Sinan,0,0,0,35
2015-08-25,Goheung,0,0,0,35
2015-08-25,Gochang,0,0,0,35
2015-08-25,Andong,0,0,0,35
2015-08-25,Uiseong,0,0,0,35
2015-08-26,Sinan,21.6,0,12,35
2015-08-26,Goheung,22.5,0,11,35
2015-08-26,Gochang,22.3,0,10,35
2015-08-26,Andong,22.2,0,8,35
2015-08-26,Uiseong,22.2,0.5,6,35
2015-08-27,Sinan,22.5,0.3,8,35
2015-08-27,Goheung,22.6,0,11,35
2015-08-27,Gochang,23.6,1.5,7,35
2015-08-27,Andong,22.5,0,10,35
2015-08-27,Uiseong,21.7,0,5,35
2015-08-28,Sinan,22.6,0.2,10,35
2015-08-28,Goheung,23.5,0,8,35
2015-08-28,Gochang,23.6,0.1,9,35
2015-08-28,Andong,21.4,8.5,9,35
2015-08-28,Uiseong,22.3,0.5,8,35
2015-08-29,Sinan,22.3,0,10,35
2015-08-29,Goheung,22.3,0,4,35
2015-08-29,Gochang,23.1,0,9,35
2015-08-29,Andong,21.8,0,7,35
2015-08-29,Uiseong,21.4,0,6,35
2015-08-30,Sinan,22.2,0,12,36
2015-08-30,Goheung,22,0,4,36
2015-08-30,Gochang,24,0,9,36
2015-08-30,Andong,23,0,8,36
2015-08-30,Uiseong,22.3,0,8,36
2015-08-31,Sinan,22.2,0,9,36
2015-08-31,Goheung,23.8,0,3,36
2015-08-31,Gochang,24.3,0,9,36
2015-08-31,Andong,23.5,0,12,36
2015-08-31,Uiseong,23.2,0,9,36
2015-09-01,Sinan,22.9,0,11,36
2015-09-01,Goheung,22.6,1.9,1,36
2015-09-01,Gochang,24.9,0,9,36
2015-09-01,Andong,23.5,0.3,5,36
2015-09-01,Uiseong,23.4,4.5,1,36
2015-09-02,Sinan,21.8,0,3,36
2015-09-02,Goheung,23.2,5.3,5,36
2015-09-02,Gochang,22.8,6,6,36
2015-09-02,Andong,21.8,2.5,4,36
2015-09-02,Uiseong,21.7,29.5,2,36
2015-09-03,Sinan,22.3,0,9,36
2015-09-03,Goheung,22.7,3.8,7,36
2015-09-03,Gochang,22.7,0.1,6,36
2015-09-03,Andong,22.7,0,8,36
2015-09-03,Uiseong,22.2,0,5,36
2015-09-04,Sinan,22.9,0,11,36
2015-09-04,Goheung,22.8,0,9,36
2015-09-04,Gochang,23.4,0,10,36
2015-09-04,Andong,22.7,0,9,36
2015-09-04,Uiseong,22.2,0,9,36
2015-09-05,Sinan,19.2,26.4,0,36
2015-09-05,Goheung,21.2,10.2,1,36
2015-09-05,Gochang,22.5,10.5,0,36
2015-09-05,Andong,21.3,4.5,0,36
2015-09-05,Uiseong,21.4,0.5,1,36
2015-09-06,Sinan,21.1,1.1,10,37
2015-09-06,Goheung,22.1,13.3,5,37
2015-09-06,Gochang,22.6,4.5,7,37
2015-09-06,Andong,19,2,0,37
2015-09-06,Uiseong,19.2,1.5,0,37
2015-09-07,Sinan,20.8,0,9,37
2015-09-07,Goheung,21.7,0,4,37
2015-09-07,Gochang,21.8,0,7,37
2015-09-07,Andong,19.2,0,11,37
2015-09-07,Uiseong,19,0,10,37
